Ticker,Description,Sector,Upcoming Earnings Date,Yearly Performance,Market Capitalization,Recent Earnings Date,Shares Float,6-Month Performance,Average Volume (10 day),Price,Average Day Range (14),Exponential Moving Average (20),Simple Moving Average (50),"MACD Level (12, 26)","MACD Signal (12, 26)",Simple Moving Average (200),1-Month High,3-Month High,52 Week High,3-Month Low,6-Month High,6-Month Low,52 Week Low,1-Month Low,3-Month Performance,"Change 1W, %","Change 1M, %",Change %
CELH,"Celsius Holdings, Inc.",Consumer Non-Durables,2025-05-13,-61.77953101030024,8201325066.184027,2025-02-20,167340845.35,9.582155199497345,9543648.2,34.88,1.7896071428571467,29.006468533841876,26.349399999999992,1.8464493167873997,1.1120058045730508,35.58344999999995,35.06,35.06,98.848,21.1,35.83,21.1,21.1,24.04,29.352864824772862,5.921651989067729,35.772674192292726,5.921651989067729
DBX,"Dropbox, Inc.",Technology Services,2025-05-01,12.29304635761589,8186490054.535472,2025-02-20,213589145.8,8.99959823222177,5036581.4,27.13,0.7192857142857036,26.819013048084646,29.220799999999993,-0.759280196714613,-1.077269016291917,26.247950000000056,27.3,33.33,33.33,24.46,33.33,24.46,20.68,24.46,-10.815253122945439,2.377358490566034,4.426481909160888,2.377358490566034
RGEN,Repligen Corporation,Health Technology,2025-04-30,-27.406851712928223,8149963116.822952,2025-02-20,53023368.924,1.2415428611285493,682749.4,145.15,8.312499999999744,148.64203581248475,156.02960000000013,-3.659631866421961,-2.911333296224889,145.7578999999997,168.095,182.52,187.25,135.685,182.52,121.52,113.5,135.685,0.5820802439193427,3.6637623196686153,-8.859726233831463,3.6637623196686153
DCI,"Donaldson Company, Inc.",Producer Manufacturing,2025-06-10,-8.990114881111413,8142749640.008035,2025-02-27,118799935.856,-7.657901870425597,924822.7,68.13,1.3861500000000433,68.57256712122103,69.44499999999992,-0.4199502842070473,-0.3710655161258461,71.97744999999998,70.915,72.53,78.95,65.1,78.95,65.1,65.1,65.1,0.8884940026654736,1.368843922035414,-1.3894919669995773,1.368843922035414
GAP,"Gap, Inc. (The)",Retail Trade,2025-05-22,-23.64341085271317,8124185557.983517,2025-03-06,242574407.245,5.655777669429547,11301161.7,21.67,1.1705499999999844,21.115776600560352,22.48779999999999,-0.5970189651941915,-0.662865799319317,22.778650000000017,23.53,25.06,30.75,18.54,26.41,18.54,18.54,18.54,-9.74593919200333,8.241758241758253,-4.157452454666067,8.241758241758253
SIRI,SiriusXM Holdings Inc.,Consumer Services,2025-04-24,-38.74680306905371,8113508840.445249,2025-01-30,309990573.45,-0.2498958767180436,4948153.199999997,23.95,0.971514285714342,23.531955088636074,23.672799999999942,-0.2858129163938017,-0.3223947007320168,26.850100000000154,25.67,27.41,41.6,20.5752,29.18,20.47,20.47,21.66,2.7896995708154444,2.0451640391989794,-0.992145514675494,2.0451640391989794
CFR,"Cullen/Frost Bankers, Inc.",Finance,2025-04-24,16.06780910263497,8092329120.502774,2025-01-30,59520279.47,11.862901793642337,650721.3,125.98,3.4093500000001455,127.54631714663442,135.29459999999997,-3.840370800310424,-3.9359315096186105,122.57140000000001,141.08,146.44,147.64,119.61,147.64,106.59,94.09,119.61,-6.56382110806201,2.7569331158238253,-8.063927607093335,2.7569331158238253
HII,"Huntington Ingalls Industries, Inc.",Electronic Technology,2025-05-01,-30.15706095864854,8078210565.174665,2025-02-06,38893033.976399995,-20.47815843343248,801666.1,205.89,7.355071428571392,194.75690726449182,188.45559999999995,6.430350915446013,4.879332986996692,226.61360000000047,211.25,211.25,294.24,158.88,267.54,158.88,158.88,167.7,8.363157894736835,2.193875018613187,17.262786194327358,2.193875018613187
APPF,"AppFolio, Inc.",Technology Services,2025-05-12,-5.686190679777687,8030887825.929332,2025-01-30,22079429.0664,-7.9414096732462545,266484.9,220.6,6.245385714285703,217.0319213790376,227.73680000000022,-2.3773669983000048,-3.7525355617378757,232.96862500000006,225.01,266.51,274.56,203.52,273,189.01,189.01,203.52,-11.816437480012793,2.4283790685796487,2.8438228438228412,2.4283790685796487
MKTX,"MarketAxess Holdings, Inc.",Finance,2025-04-16,-4.967466905990574,7982669577.517038,2025-02-06,36852980.8788,-18.633779007222984,535799.4,211.78,5.214357142857125,209.5462325229833,208.1954,3.2289084826931287,1.7702617553968605,233.6928999999999,219.17,231.435,296.68,186.84,296.68,186.84,186.84,190,-7.507533738044284,-2.347028173560199,9.850095959333997,-2.347028173560199
BERY,"Berry Global Group, Inc.",Producer Manufacturing,2025-05-01,26.068352589750493,7972830282.031272,2025-02-04,115343863.8,9.231084993971201,1798260.1000000003,68.85,1.5650000000000261,70.44654330786273,69.88619999999996,-0.25101620281893133,0.1646181989622543,63.91127064774994,74.24,74.24,74.24,64.045,74.24,60.06629135,50.71162974,66.66,6.086286594761153,1.0864777565702466,-4.60024941111266,1.0864777565702466
TAL,TAL Education Group,Commercial Services,2025-04-24,9.577582601421996,7963166945,2025-01-23,443424644.504191,55.95238095238094,5481007.3,13.1,0.6346500000000113,13.443190457174328,12.673400000000004,0.19641718358765914,0.2615601411703961,10.633549999999993,14.66,15.3,15.3,8.62,15.3,8.62,7.345,12.25,31.790744466800806,-0.38022813688213464,1.393188854489162,-0.38022813688213464
XP,XP Inc.,Finance,2025-05-20,-41.72070219832358,7961837865.184402,2025-02-18,372773902.392,-18.383167220376514,11608188.3,14.74,0.5946428571428299,14.777670334676875,13.927999999999988,0.28783218964600543,0.30478280216810005,16.167349999999953,15.86,15.86,26.065,10.82,18.57,10.82,10.82,13.46,20.918785890073835,-2.577660277594187,4.169611307420493,-2.577660277594187
NYT,New York Times Company (The),Consumer Services,2025-05-07,10.852713178294568,7939796176.784966,2025-02-05,159647310.864,-12.1272365805169,1910984.8,48.62,1.110535785714319,48.701912899301234,50.16240000000013,-0.3278288171824073,-0.5363939632544346,52.82080000000002,50.15,56.105,58.16,46.18,58.16,46.18,41.55,46.18,-8.17752596789425,-0.14376668720476543,1.1021002287377708,-0.14376668720476543
AXS,Axis Capital Holdings Limited,Finance,2025-04-23,53.62001563721656,7936473908.749473,2025-01-29,77681001.5228,23.962145110410088,923992.1,98.24,2.0852928571429175,94.15057203566744,92.00160000000001,0.9913117284642396,0.7144627234374665,82.58945000000008,98.26,98.26,98.26,83.9,98.26,77.21,60.445,89.84,9.337785197551476,3.410526315789468,1.4037985136251028,3.410526315789468
CMA,Comerica Incorporated,Finance,2025-04-18,13.91975889998115,7935319013.267402,2025-01-22,129901156.33,-0.09910802775025153,2261307.9,60.48,1.653928571428601,60.02222564515719,63.194,-1.4088337724210334,-1.7483183838469454,59.88209999999997,65.84,68.94,73.45,55.41,73.45,55.41,45.32,55.41,-2.4516129032258114,2.4216765453005924,-5.98476605005441,2.4216765453005924
MTCH,"Match Group, Inc.",Technology Services,2025-05-06,-11.415780637940687,7928585972.635619,2025-02-04,248853801.59,-14.432432432432432,4964369.8,31.66,1.0132142857142767,31.600759348973483,32.8195,-0.5321493831260113,-0.6038990236548851,33.82484999999996,33.485,36.52,38.84,29.72,38.77,29.72,27.655,29.72,-3.002450980392158,3.837323712692692,-0.15767896562598774,3.837323712692692
HALO,"Halozyme Therapeutics, Inc.",Health Technology,2025-05-13,58.85856079404467,7908602946.755065,2025-02-18,122125588.531,13.309734513274329,1700133.4,64.02,1.8410142857143583,61.52512474439125,58.27000000000004,1.9129019606983988,1.6651932831104066,54.88039999999998,66,66,66,46.995,66,42.01,37.73,56.9,35.49206349206348,-1.7495395948434633,8.233305156382077,-1.7495395948434633
VFS,VinFast Auto Ltd.,Consumer Durables,2025-04-24,-31.578947368421062,7904791938.610465,2024-11-26,50059783.5990002,-7.650273224043723,551621.4,3.38,0.19317142857142766,3.408197646333795,3.7064,-0.10517755686295915,-0.14214834590832987,3.9486999999999983,3.78,4.648,6.42,2.96,5.38,2.96,2.255,2.96,-19.905213270142177,-1.7441860465116297,-6.629834254143652,-1.7441860465116297
TTEK,"Tetra Tech, Inc.",Industrial Services,2025-04-30,-19.972752043596735,7872220572.545455,2025-01-29,266734685.22000003,-37.775423728813564,2482713,29.37,0.7766357142857636,29.858903790161467,33.351400000000055,-0.9234488834031644,-1.248981262489433,41.49489500000004,30.595,42.98,51.2,28.17,51.2,28.17,28.17,28.17,-25.945537065052942,1.136363636363643,0.6166495375128459,1.136363636363643
DLB,Dolby Laboratories,Technology Services,2025-05-01,-3.0065359477124196,7866296870.339892,2025-01-29,60424634.342700005,9.792843691148777,613524.6,81.62,1.5598428571430532,81.84092520631336,82.02000000000012,-0.1060776341615366,-0.057746638631830355,77.37355000000028,84.15,89.66,89.66,75.4139,89.66,70.4701,66.35,79.78,5.139765554553664,1.0273548706523064,0.012253400318594678,1.0273548706523064
FOUR,"Shift4 Payments, Inc.",Commercial Services,2025-05-01,20.588235294117663,7853991119.74537,2025-02-18,66223068.80399999,1.3801035077630854,1730401.2,88.15,3.7655642857142766,92.0503028422074,104.41380000000001,-5.066844183682562,-5.650879302881457,90.87995,100.61,127.5,127.5,82.13,127.5,82.13,55.87,82.13,-15.823147440794493,-0.46296296296295913,-10.734177215189868,-0.46296296296295913
FBIN,"Fortune Brands Innovations, Inc.",Producer Manufacturing,2025-04-24,-23.785074626865676,7824067224.320942,2025-02-06,121805990.67,-26.665900735294127,1546216,63.83,1.6690928571428358,63.72087670748959,67.55760000000002,-1.218515350991737,-1.6062385016396823,74.43254999999996,67.43,75.815,90.535,59.64,90.535,59.64,59.64,59.64,-8.356066044508264,2.275276398013142,-1.3751545117428934,2.275276398013142
ANGI,Angi Inc.,Technology Services,2025-05-13,-40.10791366906476,7823851808,2025-02-12,6630655.02709,-38.786764705882355,180593.13999999998,16.65,0.9764285714285741,16.24209471621872,17.198999999999998,-0.37455686430991264,-0.45849843611227137,20.910749999999997,17.8,20.7,29.15,14.9,27.285,14.9,14.9,15.1,1.524390243902439,6.730769230769224,-0.8928571428571555,6.730769230769224
HQY,"HealthEquity, Inc.",Finance,2025-06-09,9.029454369869615,7812358632.96984,2025-03-18,84380363.1275,14.51756054266513,1840903.9,90.32,3.9818500000000085,96.85191596410834,104.40619999999996,-4.940008377866448,-3.6584813964507625,90.21057500000002,111.7,115.59,115.59,80.33,115.59,76.85,65.01,80.33,-5.205709487825365,6.409048067860507,-17.71137026239068,6.409048067860507
OBDC,Blue Owl Capital Corporation,Finance,2025-05-07,-1.2944983818770182,7790426054.739653,2025-02-19,483584042.23999995,2.006688963210707,5912410,15.25,0.2817928571428556,14.935462941428263,15.012600000000011,-0.03638488618710234,-0.09338847221706016,15.107750000000017,15.58,15.73,16.91,14.07,15.73,14.07,13.98,14.07,-0.45691906005222116,1.8024032042723601,-1.3583441138421788,1.8024032042723601
AAL,"American Airlines Group, Inc.",Transportation,2025-04-24,-19.578518014955815,7779119127.81036,2025-01-23,648179238.96,6.9620253164556924,68405364.79999998,11.83,0.5689214285714002,12.532485128334,15.227600000000004,-1.1685629046293222,-1.236036812757561,13.189449999999999,15.66,19.1,19.1,10.47,19.1,10.47,9.07,10.47,-30.41176470588235,3.8630377524143937,-17.560975609756095,3.8630377524143937
WTFC,Wintrust Financial Corporation,Finance,2025-04-16,15.759084121453457,7756782987.074834,2025-01-21,65438550.6894,8.17750488417528,554682.9,116.28,3.267500000000041,115.73674535498034,124.2454000000001,-3.2301559145565335,-4.067159821265047,115.17025000000007,125.985,137.95,142.04,106.56,142.04,102.34,91.38,106.56,-6.429548563611488,2.4944909651828984,-6.579898770788139,2.4944909651828984
ROIV,Roivant Sciences Ltd.,Health Technology,2025-06-25,5.865102639296184,7727740391.43837,2025-02-10,439009595.15199995,-6.878761822871889,8679689.8,10.83,0.37084285714284704,10.715685492548342,10.779199999999996,0.019104733092408566,-0.03507947714419749,11.32019999999999,11.415,12.2,13.055,9.96,12.935,9.96,9.96,9.96,-9.296482412060298,0.3707136237256805,0.837988826815641,0.3707136237256805
SFD,"Smithfield Foods, Inc.",Consumer Non-Durables,2025-05-28,-6.8883610451306385,7705009236.892389,2025-02-26,24569151.324789003,-6.8883610451306385,703907.2,19.6,0.8161571428571541,19.824571255556304,,-0.4233415489601491,-0.46956572831138266,,21.77,22.03,22.03,18.43,22.03,18.43,18.43,18.43,-6.8883610451306385,2.8871391076115525,-5.950095969289819,2.8871391076115525
ATI,ATI Inc.,Non-Energy Minerals,2025-04-30,11.181780878128837,7704026134.341468,2025-02-04,140232107.13,-16.257147272446293,4425179.7,54.19,2.197385714285666,53.988244485093844,57.269800000000004,-1.6857450893828059,-1.8082711226267638,59.241800000000055,60.72,66.8,68.92,49.55,67.47,49.55,47.9,49.55,-1.883034582654353,4.13143735588009,-6.825997248968362,4.13143735588009
SATS,EchoStar Corporation,Communications,2025-05-07,89.83050847457628,7699581755.936507,2025-02-27,131590434.86400001,6.4554455445544505,4091547.8,26.88,1.3850000000000122,27.296916512760337,27.731599999999975,-0.5551503753475018,-0.376350199005948,23.327075,32.48,32.48,32.48,22.06,32.48,20.91,12.66,25.12,17.662508207485228,1.5873015873015803,-13.928914505283386,1.5873015873015803
LW,"Lamb Weston Holdings, Inc.",Consumer Non-Durables,2025-04-03,-47.487828627069135,7692613286.284475,2024-12-19,140102988.687,-17.03076923076923,2492120.1,53.93,1.84215000000016,53.030763661819634,56.26200000000003,-1.0047357233396497,-1.6336524625536453,67.90414999999993,56.04,68.61,107.5,47.9,83.9814,47.9,47.9,47.9,-16.17967050046628,1.6013564431047504,3.9714671293618706,1.6013564431047504
BECN,"Beacon Roofing Supply, Inc.",Distribution Services,2025-05-01,29.926547743966417,7650171712.025693,2025-02-27,61272961.727400005,46.3766402648067,4582878.9,123.82,1.5089428571427845,119.21943039933821,117.16739999999996,2.0118667387716016,1.2182373449679262,100.71927499999984,123.9,123.9,123.9,98.49,123.9,83.7537,77.54,109.69,21.404059221492304,0.040397511513288485,7.2777681511003225,0.040397511513288485
MDGL,"Madrigal Pharmaceuticals, Inc.",Health Technology,2025-05-13,34.00905257456767,7648597095.2356415,2025-02-26,19945817.467,54.9610807909099,343048.3,346.4,15.643442857143384,336.40063261889156,328.6169999999999,3.1517779991560246,2.356216773597174,285.1442999999999,377.46,377.46,377.46,266.44,377.46,200.63,189,299.5601,11.544034777008521,1.3992155026052258,1.503208603158788,1.3992155026052258
UMBF,UMB Financial Corporation,Finance,2025-04-29,26.60252555622368,7648414898.318808,2025-01-28,69532770.1248,-0.02849002849002957,658725.4,105.27,2.916371428571466,104.2001751488876,110.90780000000001,-2.2692934415222794,-3.0116058166841486,105.59932500000002,112.003,124.27,129.94,94.9,129.94,94.9,76,94.9,-8.069164265129691,2.8529555446995625,-4.586241276171488,2.8529555446995625
GPK,Graphic Packaging Holding Company,Process Industries,2025-04-29,-9.76131100819381,7604432991.536576,2025-02-04,295939252.85400003,-13.608458390177361,3202225.3,25.33,0.7609571428571762,26.29213084103236,26.860799999999962,-0.35851581626253903,-0.23459551089603362,28.05759999999996,28.19,28.62,30.7,24.5,30.7,24.5,24.5,24.5,-7.655851257746997,0.1581652827204395,-5.059970014992509,0.1581652827204395
BXSL,Blackstone Secured Lending Fund,Miscellaneous,2025-05-07,7.789269553975436,7597761113.378788,2025-02-26,198058478.84256,8.631921824104243,1121182.8,33.35,0.6775428571428677,32.87541160573507,33.047599999999996,-0.08876706993295613,-0.16969327861756495,31.407349999999987,34.285,34.64,34.64,31.27,34.64,29.15,27.76,31.3,2.4262899262899236,1.0606060606060648,-1.0679323642835936,1.0606060606060648
APA,APA Corporation,Energy Minerals,2025-04-30,-38.43426883308715,7587100247.600194,2025-02-26,356288321.088,-17.530668777206174,7019354.5,20.84,0.7302357142855982,20.41933086400064,21.907399999999967,-0.36606016495149873,-0.6408967494016216,24.97919999999998,23.03,25.825,36.045,17.66,27.48,17.66,17.66,17.66,-4.227941176470596,1.1159631246967512,0.6763285024154617,1.1159631246967512
EXP,Eagle Materials Inc,Non-Energy Minerals,2025-05-15,-14.443401539327962,7585587443.519802,2025-01-29,32885918.530799996,-20.46350912708108,390586.9,227.88,7.110535714285703,221.55596755882516,237.73440000000005,-5.4563879234579815,-7.814351241387746,256.7921500000002,231.85,265.415,321.93,205.44,321.93,205.44,205.44,205.44,-8.153641529966555,4.455445544554455,0.738252066663714,4.455445544554455
AXTA,Axalta Coating Systems Ltd.,Process Industries,2025-04-28,2.7210884353741336,7576117482.85034,2025-02-04,217100930.889,-5.005470459518614,1858721.8,34.73,0.8713000000000051,34.81949941396342,35.8808,-0.5451494604284903,-0.5761825813554018,36.07800000000003,37.16,38.37,41.655,33.17,41.655,33.17,30.41,33.17,1.1062590975254598,2.7210884353741336,-4.087268710301033,2.7210884353741336
EXLS,"ExlService Holdings, Inc.",Technology Services,2025-04-24,47.22838137472282,7543921190.18731,2025-02-25,156054959.05999997,25.452091767881242,1228999.9,46.48,1.2042214285714223,47.144736645320954,48.56320000000002,-0.6490499818360362,-0.676151562021757,40.79702500000003,51.31,52.43,52.43,43.68,52.43,37.33,28.16,45.2,3.5650623885917874,0.3021148036253635,-4.066047471620239,0.3021148036253635
ZION,Zions Bancorporation N.A.,Finance,2025-04-21,23.2,7515860242.355483,2025-01-21,145520255.996,8.17369093231163,2793852.2,50.82,1.4855357142857457,50.45031629907582,54.10939999999995,-1.3979499030175973,-1.740431815045624,51.114274999999964,54.85,59.45,63.22,46.1875,63.22,44.96,39.05,46.1875,-6.888970318798091,2.6459301151282615,-5.9585492227979255,2.6459301151282615
ENSG,"The Ensign Group, Inc.",Health Services,2025-04-24,4.587744626243182,7492181308.771053,2025-02-05,55427569.1124,-14.519829564077353,444357.8,130.4,2.8712857142856762,129.60303405231662,132.78180000000017,-0.884403123598446,-1.294043185684398,138.81214999999997,136.34,149.31,158.45,124.12,158.45,124.12,113.2736,124.12,-2.4390243902438957,1.6843418590143453,0.9678668215253581,1.6843418590143453
LCID,"Lucid Group, Inc.",Consumer Durables,2025-05-12,-12.411347517730485,7487804632.561984,2025-02-25,1187708353.5,-29.62962962962962,104844045.6,2.47,0.1596214285714268,2.3591342842897416,2.6533000000000015,-0.0908766033432662,-0.14840498594569024,2.9133000000000013,3,3.6399,4.43,1.99,3.73,1.93,1.93,1.99,-20.322580645161285,2.06611570247935,11.26126126126126,2.06611570247935
GTLS,"Chart Industries, Inc.",Producer Manufacturing,2025-05-02,4.202110649184518,7443583030.079391,2025-02-28,45406792.7152,30.210997442455227,624336.2,162.92,7.303500000000128,161.1301182637277,185.77560000000003,-8.810508312897383,-11.082319478546308,157.1051000000001,191.659,220.03,220.03,139.63,220.03,116.36,101.601,139.63,-14.003694906307734,4.987756154143563,-14.500131199160338,4.987756154143563
CVLT,"Commvault Systems, Inc.",Technology Services,2025-05-06,69.000999000999,7443074928.342123,2025-01-28,43264863.9696,9.488059025305803,434672.9,169.17,6.374128571428571,162.74900306756015,165.31160000000003,-1.352987352883332,-2.4682518224691803,151.76435000000004,174.625,190.1078,190.1078,133.0413,190.1078,131.58,93.48,145.0701,7.964771204288717,4.736255572065365,-0.814962476547851,4.736255572065365
ESAB,ESAB Corporation,Producer Manufacturing,2025-04-30,14.156990246168133,7438527273.439391,2025-02-20,56658043.792812005,15.476414207855665,484823.6,122.89,4.270357142857222,121.4267300468157,122.44120000000004,-0.5774117555630625,-0.6625381104823818,111.96955000000005,127.25,135.69,135.97,112.19,135.97,101.56,88.535,114.7801,1.11906525137826,3.3036314727639597,-1.9233838786911386,3.3036314727639597
TTC,Toro Company (The),Producer Manufacturing,2025-06-05,-18.624234470691164,7427610718.623698,2025-03-06,99561366.30080001,-13.667478825849868,1119241.8,74.41,2.3542857142859077,75.24730259289537,79.51500000000001,-1.9693849683270344,-2.041680953350211,85.43210000000023,81.73,87.46,100.925,71.23,89.5,71.23,71.23,71.23,-6.719318039363169,1.931506849315064,-7.231018576237373,1.931506849315064
SRPT,"Sarepta Therapeutics, Inc.",Health Technology,2025-04-30,-39.00431516701295,7406458053.4937935,2025-02-26,91143415.9152,-39.20834660719974,3082447.5,76.33,4.2298714285714,92.62713283007841,106.69140000000009,-8.836995692946076,-6.311683011363842,124.70112499999998,109.55,129.84,173.25,73.05,138.81,73.05,73.05,73.05,-36.502786789784544,3.0094466936572255,-28.49648711943794,3.0094466936572255
QFIN,"Qifu Technology, Inc",Finance,2025-05-21,129.7157622739018,7356752344.852999,2025-03-16,143867613.38819999,62.8801758886039,1918546.7,44.45,2.338714285714289,43.27546614915571,41.331799999999994,1.2316212297968576,0.8627187943987755,31.332425000000004,48.81,48.81,48.81,35.34,48.81,26.39,17.76,37.68,15.78536077103413,-0.9801737580752901,10.903193612774462,-0.9801737580752901
RVMD,"Revolution Medicines, Inc.",Health Technology,2025-05-12,21.382289416846675,7313830522.6664915,2025-02-26,161672175.756,-12.344028520499105,1206307.8,39.34,1.5710714285712655,39.26528350381394,40.5558,-0.7001982497309172,-0.8175299136048471,44.635899999999985,42.22,45.64,62.4,36.125,62.4,36.125,29.55,36.125,-10.590909090909083,3.227499344004209,-3.436426116838484,3.227499344004209
MHK,"Mohawk Industries, Inc.",Producer Manufacturing,2025-04-24,-7.7227722772277225,7291412109.528917,2025-02-06,50895535.5168,-25.810354709291218,843743.2,116.5,3.3580214285713765,115.39379126028392,119.77519999999993,-1.4617631297964522,-1.7536029667319633,133.24555000000004,119.4,132.15,164.289,109.76,164.289,109.76,104.88,109.76,-1.7292281737663409,4.138732457316524,-0.9269495705417156,4.138732457316524
OLED,Universal Display Corporation,Electronic Technology,2025-05-01,-6.577426224520841,7288403416.878789,2025-02-20,43761051.2535,-28.165060353700767,700760.5,153.54,5.881071428571488,151.8329672010856,149.29209999999995,0.6568798150574651,0.8330261450968031,179.98629999999994,164.29,164.29,237,140.17,214.57,140.17,140.17,144.2415,1.3398455547488624,3.3939393939393887,-0.05207655253223051,3.3939393939393887
KNX,Knight-Swift Transportation Holdings Inc.,Transportation,2025-04-17,-16.316279069767447,7285664300.56641,2025-01-22,156909552.69599998,-16.113390525923165,3705965.2,44.98,1.537142857142861,47.43237051044083,52.06919999999984,-2.0765950511101963,-2.0289801963332996,52.43519999999989,52.18,61.5099,61.5099,42.72,61.5099,42.72,42.72,42.72,-14.584124572730726,1.260693381359737,-10.82474226804124,1.260693381359737
BFAM,Bright Horizons Family Solutions Inc.,Commercial Services,2025-05-06,10.161079669133654,7256456279.972099,2025-02-13,56733054.014,-10.364860077931285,373878.5,126.52,2.879992857142952,126.13916926387238,123.33639999999986,0.7488313060185874,1.1095955361112682,122.52100000000006,130.5,130.51,141.9,108.1,140.69,103.75,100.59,122.08,15.81838154522153,1.4350998156016932,-2.421718340274565,1.4350998156016932
STVN,Stevanato Group S.p.A.,Health Technology,2025-05-07,-20.462633451957295,7207948237.703243,2025-03-06,49604700,8.075435203094786,328230.9,22.35,1.4554214285714693,21.073979200857252,21.11519999999998,0.3180178483790783,0.04387072308747045,20.256900000000034,23,24.38,33.49,17.81,24.9,17.12,16.56,17.81,6.125356125356139,-0.7107952021323862,19.903433476394856,-0.7107952021323862
WH,"Wyndham Hotels & Resorts, Inc.",Consumer Services,2025-04-23,20.43947471070082,7201607188.053066,2025-02-12,76007734.9137,15.32619521912351,1133497.3,92.63,3.2715142857143604,95.90343965866184,102.55179999999993,-4.019968838786355,-3.676113812671044,88.30044999999994,110.005,113.07,113.07,86.83,113.07,76.805,67.67,86.83,-8.720930232558148,2.1954986760811948,-14.49275362318841,2.1954986760811948
BIO,"Bio-Rad Laboratories, Inc.",Health Technology,2025-04-24,-27.514333323919004,7180238148.884993,2025-02-13,19184840.4608,-22.111620284665115,449348.1,256.65,9.617542857142922,263.6989704851607,302.69740000000013,-12.346933433053664,-15.5038643742922,318.4886499999999,283.71,373.69,387.99,244,387.99,244,244,244,-22.215487195029553,-0.011687704534840875,-3.209383014029283,-0.011687704534840875
ALV,"Autoliv, Inc.",Producer Manufacturing,2025-04-16,-24.581051254802578,7169930544,2025-01-31,77475661.36320001,1.4403518416712504,1324149.2,92.26,2.4122071428571132,92.74337907980625,95.75880000000028,-1.6846827586342954,-1.4733594267746328,98.43394999999985,99.93,103.74,129.38,87.55,103.74,87.55,87.55,87.55,0.2826086956521795,3.407307778525001,-5.228556753980472,3.407307778525001
UGI,UGI Corporation,Distribution Services,2025-04-30,34.38767234387672,7118903100.492167,2025-02-05,214572194.62699997,33.467579540877985,2466581.5,33.14,0.7421642857142317,32.87015897568998,31.887000000000036,0.3314623992630885,0.3869912547840012,26.640400000000003,34.49,34.49,34.49,27.67,34.49,23.14,22.01,31.79,20.159535895576514,-0.1807228915662719,-2.9859484777517453,-0.1807228915662719
HRB,"H&R Block, Inc.",Consumer Services,2025-05-13,10.141020323517214,7108734341.872547,2025-02-04,132105349.077,-16.611712984769976,2783529.3,53.11,1.792150000000042,52.65685460591309,53.395199999999996,-0.29666452113184505,-0.37396314892687393,56.98304999999995,57.13,57.13,68.45,49.16,64.19,49.16,45.87,49.16,-1.9387001477104824,1.1811773671175414,-2.5683360851219934,1.1811773671175414
RLI,RLI Corp.,Finance,2025-04-16,5.208828522920196,7108049510.410081,2025-01-22,81345662.9065,0.6496881496881497,432594.9,77.46,1.3794209285713634,75.80137693456078,75.41870000000004,0.13799093990922984,-0.10423255027282269,77.066525,77.86,83.835,91.145,70.01,91.145,70.01,67.53,72.93,-6.15459171310881,1.6802310317668507,1.8004994085950718,1.6802310317668507
IVZ,Invesco Ltd,Finance,2025-04-29,-0.9987515605493142,7098964511.766318,2025-01-28,439824020.046,-9.474885844748858,6414553.8,15.86,0.4710714285714328,15.982848849813134,17.18520000000001,-0.567799629280378,-0.6408576917333872,16.96129999999998,17.865,19.55,19.55,14.675,19.55,14.675,14.16,14.675,-9.578107183580386,3.5248041775456866,-8.798159861989657,3.5248041775456866
NFG,National Fuel Gas Company,Energy Minerals,2025-05-01,48.145344436033305,7088423685.444032,2025-01-29,89289992.8842,28.834759710335753,729199.6,78.28,1.3845000000000596,75.76500739654676,72.28520000000007,1.8120644856793575,1.6273870979060583,62.617800000000045,79.35,79.35,79.35,60.03,79.35,58.82,51.46,72.34,29.174917491749174,0.14071894588716824,4.095744680851062,0.14071894588716824
WTS,"Watts Water Technologies, Inc.",Producer Manufacturing,2025-05-06,0.6870409855484428,7079456764.133849,2025-02-10,26960265.584999997,2.5480166007142175,271175.6,212.5,4.942928571429292,211.27050260320485,210.65179999999955,-0.2757557309354013,-0.13260128909397462,201.94365000000013,217.6,232.6,232.6,193.79,232.6,189.045,175.37,204.4,4.448267387564518,2.6818071998067223,-0.9693354459875162,2.6818071998067223
BBIO,"BridgeBio Pharma, Inc.",Health Technology,2025-05-01,28.344827586206893,7078820870.579809,2025-02-20,155487305.249,50.14118596208149,2764632.5,37.22,1.4860357142857055,33.74937914519164,34.02680000000001,0.32354016814675646,-0.02540866695535972,28.155599999999982,37.94,39.47,39.47,27.23,39.47,21.72,21.62,30.545,34.077809798270884,7.0463042853034095,6.647564469914041,7.0463042853034095
AGCO,AGCO Corporation,Producer Manufacturing,2025-05-06,-19.88180666948079,7077833038.623912,2025-02-06,61779179.298,-1.688594219413649,993653.4,94.9,3.6436357142856792,95.71982822218101,98.52820000000018,-1.0461255390340511,-0.9833144399052097,96.37622499999999,105.75,107.15,125.76,84.7,107.15,84.7,84.35,84.7,1.900569096961248,1.9443549253410704,-2.1346808291224018,1.9443549253410704
CWST,"Casella Waste Systems, Inc.",Industrial Services,2025-04-24,11.939393939393932,7021363821.304183,2025-02-12,61930277.5335,10.654018971542671,341102.1,110.82,3.281064285714095,109.75955110983327,109.6095999999999,-0.01126714008539409,-0.1398646523782666,105.27099999999999,115.7,116.31,116.31,103.2,116.31,97.05,86.41,103.78,5.997130559540885,0.32590983161325315,-1.0712372790573137,0.32590983161325315
